database,source_id,pmid,pmcid,doi,title,abstract,authors,journal,year,record_url,nct_id,overall_status,databases_found,dedup_key
ClinicalTrials.gov,NCT06529822,,,,Phase 1 Clinical Trial of a Personalized Cancer Vaccine (PCV) Strategy in Patients With Solid Tumors and Molecular Residual Disease,"This is a phase 1 clinical trial to evaluate the safety, feasibility and immunogenicity of a personalized cancer vaccine strategy in patients with solid tumors and molecular residual disease. The hypothesis of the trial is that synthetic long peptide personalized cancer vaccines will be safe and capable of generating measurable neoantigen-specific T-cell responses enabling ctDNA clearance. The personalized cancer vaccines are composed of synthetic long peptides corresponding to prioritized cancer neoantigens and will be co-administered with poly-ICLC.",Washington University School of Medicine,ClinicalTrials.gov,2024,https://clinicaltrials.gov/study/NCT06529822,NCT06529822,RECRUITING,"[""ClinicalTrials.gov""]",nct:nct06529822
ClinicalTrials.gov,NCT07489066,,,,"AN INTERVENTIONAL, OPEN-LABEL, PHASE 2 STUDY TO INVESTIGATE THE SAFETY AND EFFICACY OF PF-08634404 MONOTHERAPY OR IN COMBINATION IN ADULT PARTICIPANTS WITH EARLY-STAGE RESECTABLE OR LOCALLY ADVANCED UNRESECTABLE NON-SMALL CELL LUNG CANCER","This study is being done to learn more about a new medicine called PF-08634404. The study team wants to understand how well it works when given alone or with chemotherapy. The study is for adults with early stage or locally advanced non-small cell lung cancer (NSCLC) that may or may not be removable with surgery.

The study is seeking participants who:

* Are aged 18 years or older
* Have either:

  * Early-stage or locally advanced (Stage II or IIIA/B) NSCLC and are a candidate for neoadjuvant therapy, followed by surgical removal of the tumor. Neoadjuvant therapy is a treatment given as a first step to shrink the tumor before surgery.
  * Early-stage or locally advanced (Stage II or IIIA/B) NSCLC and are a candidate for adjuvant therapy and did not achieve a pathological complete response (pCR) from approved treatment that was administered before surgery. Adjuvant therapy is an additional cancer treatment given after the primary treatment to lower the risk that the cancer will come back. pCR is defined as absence of viable tumor in all surgically removed samples.
  * Locally advanced (Stage III) NSCLC that may not be removable with surgery, was treated with concurrent chemoradiotherapy (cCRT), and is a candidate for additional treatment, otherwise known as consolidation therapy. cCRT is chemotherapy and radiation given simultaneously.
* Be in good physical condition and have healthy organs based on medical tests.
* Do not have known actionable changes in DNA

The study has 3 parts and each participant will be assigned to one part by their doctor based on their disease diagnosis:

* Part A will test PF-08634404 given with chemotherapy in the neoadjuvant setting, followed by surgery.
* Part B will test PF-08634404 alone in adults who already were treated with neoadjuvant chemo-immunotherapy, underwent surgery, and did not achieve pCR per tumor tissue pathology analysis. Neoadjuvant chemo-immunotherapy refers to the combination of chemotherapy with immunotherapy per local standard-of-care, given before surgical removal of the tumor.
* Part C will test PF-08634404 alone in adults with unresectable disease who received cCRT and did not have progressive disease. Progressive disease refers to a condition that grows, spreads, or worsens.

All treatments will be done at clinical study sites, where a trained medical team will monitor adults during and after each visit.",Pfizer,ClinicalTrials.gov,2026,https://clinicaltrials.gov/study/NCT07489066,NCT07489066,RECRUITING,"[""ClinicalTrials.gov""]",nct:nct07489066
ClinicalTrials.gov,NCT07754812,,,,"A Multicenter, Open-Label, Single-Arm Phase I/II Study of Oral Paclitaxel Solution Combined With an Immune Checkpoint Inhibitor and Concurrent Stereotactic Body Radiotherapy as Neoadjuvant Treatment in Older Patients With Resectable Stage IIA-IIIB Non-Small Cell Lung Cancer","his multicenter, open-label, single-arm phase I/II trial will evaluate the safety, tolerability, and preliminary efficacy of oral paclitaxel solution combined with an immune checkpoint inhibitor and concurrent stereotactic body radiotherapy (SBRT) as neoadjuvant therapy in patients aged 70 years or older with resectable stage IIA-IIIB non-small cell lung cancer (NSCLC) without sensitizing EGFR, ALK, or ROS1 alterations.

In Phase I, a 3+3 dose-escalation design will evaluate oral paclitaxel at 80, 120, and 160 mg/m² administered orally on Days 1 and 8 of each cycle, divided into morning and evening doses, in combination with an investigator-selected anti-PD-1 or anti-PD-L1 monoclonal antibody and SBRT at 8 Gy in 3 fractions. Phase II will expand enrollment at the recommended Phase II dose (RP2D). The principal efficacy outcome is pathologic complete response after surgery. Other outcomes include major pathologic response, radiographic response, event-free survival, overall survival, surgical resection and R0 resection rates, and exploratory biomarker changes. Older patients with NSCLC may have reduced organ reserve, more comorbidities, and a higher risk of toxicity from standard platinum-based chemotherapy, intensive radiotherapy, or multimodality treatment. The study is designed to explore a potentially lower-intensity neoadjuvant regimen that combines oral paclitaxel solution, immune checkpoint blockade, and precision radiotherapy.

Phase I will use a conventional 3+3 dose-escalation design. Oral paclitaxel solution will be evaluated at 80, 120, and 160 mg/m² on Days 1 and 8 of each cycle, administered in divided morning and evening doses. An anti-PD-1 or anti-PD-L1 monoclonal antibody will be selected by the investigator according to standard of care and administered according to the approved prescribing information. Concurrent SBRT will be delivered at 8 Gy per fraction for 3 fractions to the primary lung tumor and selected nodal regions. The Phase I objective is to evaluate safety and identify the RP2D.

Phase II will enroll additional participants at the RP2D to evaluate antitumor activity and feasibility. Participants who remain suitable for radical lung cancer surgery are intended to undergo resection after completion of neoadjuvant treatment. The study will assess pathologic response, radiographic response, surgical feasibility, event-free survival, overall survival, and changes in immune cell subsets, circulating tumor DNA, and PD-L1 expression.","Shanghai Pulmonary Hospital, Shanghai, China",ClinicalTrials.gov,2026,https://clinicaltrials.gov/study/NCT07754812,NCT07754812,RECRUITING,"[""ClinicalTrials.gov""]",nct:nct07754812
ClinicalTrials.gov,NCT07359040,,,,Mechanisms of Enhanced Efficacy of Ivonescimab in Neoadjuvant Therapy for Non-Small Cell Lung Cancer,"This is an exploratory clinical study focusing on the neoadjuvant treatment of non-small cell lung cancer (NSCLC). The study primarily aims to compare the efficacy and safety of Ivonescimab, a novel PD-1/VEGF bispecific antibody, with those of conventional PD-1 inhibitors. Beyond evaluating its direct therapeutic benefits, this research also seeks to elucidate the potential mechanisms underlying the enhanced efficacy of Ivonescimab. Additionally, the study will conduct secondary exploratory analyses, including the identification and validation of predictive and prognostic biomarkers, as well as multi-omics profiling to investigate the molecular mechanisms of action. Collectively, these efforts aim to provide comprehensive experimental data to support the rational clinical application of Ivonescimab and the development of precision medicine strategies for NSCLC. Lung cancer is one of the leading causes of cancer-related deaths in China and worldwide, imposing a significant societal burden. Although comprehensive treatment strategies centered around surgery have improved patient prognosis, and perioperative immunotherapy has profoundly reshaped the therapeutic landscape, this field still faces substantial knowledge gaps and key challenges.

This study focuses on Ivonescimab, a first-in-class PD-1/VEGF bispecific antibody. Ivonescimab simultaneously blocks PD-1 to reactivate antitumor immune response by releasing T-cell inhibition and inhibits VEGF to suppress tumor angiogenesis while modulating the immunosuppressive tumor microenvironment. The primary objectives of this research are to evaluate the efficacy and safety of Ivonescimab compared with conventional immunotherapy and to investigate its potential mechanisms of action, thereby providing scientific evidence to support its clinical application.The secondary objectives are to identify and validate potential predictive and prognostic biomarkers associated with the clinical efficacy and safety of Ivonescimab, and to perform multi-omics analyses (including genomics, transcriptomics, proteomics, and metabolomics) to explore the underlying molecular mechanisms of Ivonescimab in regulating antitumor immune response, remodeling tumor angiogenesis, and modulating the tumor microenvironment, so as to lay a theoretical foundation for the precise application of Ivonescimab and the development of combined therapeutic strategies.",Peking University People's Hospital,ClinicalTrials.gov,2026,https://clinicaltrials.gov/study/NCT07359040,NCT07359040,RECRUITING,"[""ClinicalTrials.gov""]",nct:nct07359040
ClinicalTrials.gov,NCT07483112,,,,"Multicenter, Randomized, Controlled Trial to Study the Effects of a High-Fiber Dietary Intervention on ctDNA Clearance and the Microbial and Immunological Landscape in Patients With Advanced Non-Small Cell Lung Cancer Receiving PD-1/PD-L1-Targeted Monotherapy (Fiber-Boost)","In the present study 'Fiber-Boost', we investigate how a high-fiber diet affects the immunotherapy of advanced lung cancer and what effects it has on the gut microbiome (i.e., the bacteria in the gut) as well as the immune system. Study participants will be assigned to either a test group or a control group. Only patients in the test group will undergo a high-fiber diet. The study lasts 6 weeks per patient and will be conducted at 4 centers within Switzerland. A total of 42 patients are planned to be included in the study. The activity of immune checkpoint blockade (ICB) mechanistically depends on the host microbiome and is manipulable through diet. In this study termed Fiber-Boost, we propose a multicenter trial of a supplement-based high-fiber diet (HFD) in non-small cell lung cancer (NSCLC) treated with first-line ICB monotherapy. Using a randomized, controlled design, we mechanistically explore the role of dietary fibers in cancer immunotherapy. Circulating tumor DNA (ctDNA) quantification as well as a rich pipeline of companion microbiome and immune profiling technologies will improve the understanding of the diet-microbiome-immune axis in therapeutic anticancer immunity and treatment response. The overarching goal is to elucidate novel therapeutic strategies for ICB sensitization in NSCLC using microbiome-centered, non-pharmaceutical interventions. Sex and gender dimensions are biologically not sufficiently relevant for the current study to merit corresponding stratification or analyses.",Cantonal Hospital of St. Gallen,ClinicalTrials.gov,2026,https://clinicaltrials.gov/study/NCT07483112,NCT07483112,RECRUITING,"[""ClinicalTrials.gov""]",nct:nct07483112
ClinicalTrials.gov,NCT04853017,,,,First in Human Phase 1 Trial of ELI-002 Immunotherapy as Treatment for Subjects With Kirsten Rat Sarcoma (KRAS) Mutated Pancreatic Ductal Adenocarcinoma and Other Solid Tumors,"This is a Phase 1 study to assess the safety and efficacy of ELI-002 immunotherapy (a lipid-conjugated immune-stimulatory oligonucleotide \[Amph-CpG-7909\] plus a mixture of lipid-conjugated peptide-based antigens \[Amph-Peptides\]) as adjuvant treatment of minimal residual disease (MRD) in subjects with KRAS/neuroblastoma ras viral oncogene homolog (NRAS) mutated PDAC or other solid tumors. This is a Phase 1 dose escalation study in which ELI-002 2P (Amph modified KRAS peptides, Amph-G12D and Amph-G12R admixed with admixed Amph-CpG-7909) will be evaluated, with plans to transition to the ELI-002 7P drug product containing all 7 Amph-Peptides (G12D, G12R, G12V, G12A, G12C, G12S, G13D) in future clinical trials.

The study is an open-label, dose-escalation, 3+3 design in which approximately 18 subjects will be treated in 3 planned dose level cohorts. Increasing doses of Amph-CpG-7909 will be evaluated sequentially. Additional cohorts may be added to explore intermediate or higher dose levels based on cumulative safety review and preliminary review of pharmacodynamic responses. Safety and pharmacodynamic data will be evaluated and a recommended Phase 2 dose (RP2D) will be determined in consideration of a maximum tolerated dose (MTD) if observed.",Elicio Therapeutics,ClinicalTrials.gov,2021,https://clinicaltrials.gov/study/NCT04853017,NCT04853017,COMPLETED,"[""ClinicalTrials.gov""]",nct:nct04853017
ClinicalTrials.gov,NCT05715229,,,,A Multicenter Phase II Randomized Trial Of Immunotherapy Versus Chemotherapy Guided By Circulating Tumor DNA-Based Molecular Response On Patients With Metastatic NSCLC,"This clinical trial plans to assess to what extent the on-treatment circulating tumor DNA (ctDNA) can predict the subset of patients with NSCLC who will respond to immunotherapy treatment only and which patients will need both immunotherapy and chemotherapy modalities for their treatment regimen. Subjects will be randomized 2:1 and patients in both arms will begin treatment with nivolumab 360 mg intravenously every 3 weeks and ipilimumab 1 mg/kg intravenously every 6 weeks. At five weeks of treatment, subjects will have ctDNA response evaluation with Guardant360 Response assay. At the next cycle of treatment (+/- 2 days), patients in the larger arm will receive treatment based on the Guardant360 Response assay results, as described below. Subjects will undergo ctDNA evaluation with Guardant360 Response assay 6- week post-randomization and at the time of progression. Response to therapy will be assessed by interval imaging with CT scan of the chest/abdomen/pelvis (and MRI brain if applicable) with response evaluated by irRECIST criteria every 12 weeks until disease progression.",Hackensack Meridian Health,ClinicalTrials.gov,2023,https://clinicaltrials.gov/study/NCT05715229,NCT05715229,RECRUITING,"[""ClinicalTrials.gov""]",nct:nct05715229
ClinicalTrials.gov,NCT05925530,,,,"A Multicentre, Phase II, Single-Arm, Interventional Study of Neoadjuvant Durvalumab and Platinum-based Chemotherapy (CT), Followed by Either Surgery and Adjuvant Durvalumab or Chemoradiotherapy (CRT) and Consolidation Durvalumab, in Participants With Resectable or Borderline Resectable Stage IIB-IIIB Non-small Cell Lung Cancer (NSCLC)","The purpose of this study is to assess efficacy and safety of neoadjuvant durvalumab in combination with platinum-based chemotherapy (CT) given as initial therapy after cancer diagnosis followed by either surgery and adjuvant durvalumab or chemoradiotherapy (CRT) and consolidation durvalumab given alone as further therapy in participants with resectable and borderline resectable stage IIB-IIIB NSCLC. This will be a multicentre, Phase II, single-arm, global study assessing the efficacy and safety of neoadjuvant durvalumab and platinum-based CT, given intravenously, followed by either surgery and adjuvant durvalumab or definitive CRT and consolidation durvalumab in participants with resectable and borderline resectable stage IIB-IIIB NSCLC.

Neoadjuvant Period A:

All participants will initially receive 2 cycles of neoadjuvant durvalumab + CT (investigator's choice platinum-based) every three weeks. Participants will be assessed for resectability by a multidisciplinary team.

Neoadjuvant Period B:

Cohort 1: Participants who are deemed eligible for surgery will receive study intervention every three weeks for an additional one and up to two cycles, followed by surgery.

CRT:

Cohort 2: Participants with unresectable tumours (according to MDT re-assessment) will receive definitive CRT (6 one-week cycles) for approximately six weeks.

Both cohorts will then go on to receive durvalumab every four weeks until disease progression or recurrence or up to one year.",AstraZeneca,ClinicalTrials.gov,2023,https://clinicaltrials.gov/study/NCT05925530,NCT05925530,ACTIVE_NOT_RECRUITING,"[""ClinicalTrials.gov""]",nct:nct05925530
ClinicalTrials.gov,NCT04367311,,,,"A Phase II Study of Adjuvant Treatment With Cisplatin-based Chemotherapy Plus Concomitant Atezolizumab in Patients With Stage I (Tumors ≥ 4cm), IIA, IIB, and Select Stage III [Any T1-3 N1-2 and T4N0-2] Resected Non-small Cell Lung Cancer (NSCLC) and the Clearance of Circulating Tumor DNA (ctDNA) Big Ten Cancer Research Consortium BTCRC-LUN19-396","The vast majority of patients with stage I (tumors ≥ 4cm), IIA, IIB (and select stage III) NSCLC are managed with upfront surgery, followed by adjuvant chemotherapy. However, relapse rates remain high and are primarily due to distant, metastatic disease. Previous meta-analysis evaluating the use of neo-adjuvant chemotherapy and adjuvant chemotherapy demonstrate a similar impact on improved disease free survival (DFS) and overall survival (OS). The role of checkpoint inhibitors has been proven to be effective in the treatment of patients with advanced NSCLC, regardless of histology and PD-L1 expression. Results from trials evaluating the use of checkpoint inhibitors alone or in combination with chemotherapy in the neoadjuvant setting for early stage disease are promising. However, there are no trials evaluating the role of concomitant chemotherapy and checkpoint inhibitors in the adjuvant setting. In addition, emerging data supports the use of ctDNA as a promising biomarker for early detection of minimal residual disease and have indicated that the presence of detectable ctDNA after surgery for localized lung cancer is correlated with a 90-100% chance for disease recurrence. Therefore, we propose this current study assessing concomitant chemotherapy plus Atezolizumab in the adjuvant setting for patients with stage I (tumors ≥ 4cm), IIA, IIB (and select stage III) NSCLC who have detectable ctDNA after surgery. The clearance of ctDNA will serve as a surrogate for long term DFS and OS in this patient population.",Big Ten Cancer Research Consortium,ClinicalTrials.gov,2020,https://clinicaltrials.gov/study/NCT04367311,NCT04367311,ACTIVE_NOT_RECRUITING,"[""ClinicalTrials.gov""]",nct:nct04367311
ClinicalTrials.gov,NCT06364917,,,,DISCERN: Dual Immune Strategy Versus Single Checkpoint Inhibition Efficacy Response in PDL-1 Negative Non-Small Cell Lung Cancer (NSCLC),"The purpose of this study, known as DISCERN, is to compare two different treatments for a type of lung cancer called non-small cell lung cancer (NSCLC) that does not show a marker known as PD-L1. This study will help us understand if using two types of immune therapy together with chemotherapy is better than using one type of immune therapy with chemotherapy. We're doing this by looking at changes in the subject's cancer's DNA in the blood after starting treatment.",University of Alabama at Birmingham,ClinicalTrials.gov,2024,https://clinicaltrials.gov/study/NCT06364917,NCT06364917,RECRUITING,"[""ClinicalTrials.gov""]",nct:nct06364917
ClinicalTrials.gov,NCT06250829,,,,Analysis of Variables Predicting Pathological Complete Response and Immune Related Adverse Events in Patients With Resectable Non-Small Cell Lung Cancer Receiving Neoadjuvant Immunotherapy With Chemotherapy - A Prospective Cohort Study,"Lung cancer is the chief cause of cancer death. The new standard-of-care (SOC) in operable lung cancer combines chemotherapy and an immune-stimulating drug before the surgery (neoadjuvant approach). This results in a large increase in complete cancer clearance rates compared to chemotherapy alone (±30% with combination vs ±4% with chemotherapy alone), leading to much better long-term survival and probably many more cures. However, most still don't achieve complete clearance, and a few have increases in, or spread of, their tumors while on treatment. Therefore, we need to understand why some patients benefit (responders) and others don't benefit (non-responders) on an immunotherapy-based treatment. Also, some patients unpredictably develop severe immune-type side effects related to the immunotherapy drug, although such side effects may be associated with improved anti-cancer effects. In short, the same treatment can result in complete cancer clearance in one patient, and in a worst-case scenario may result in severe toxicity or fail to control spread/growth thus precluding surgery. The immune system obviously plays a key role in both benefit and harm, yet most of the research in this field has focused only on the cancer. We plan an in-depth study in 60 patients, focusing on the cancer as well as the patient's immune system, pre-surgery. This will enable us to identify factors predicting complete cancer clearance, and the occurrence of immune-type side effects. Using highly sophisticated resources available to us here in London, we will develop predictive models enabling better patient management (including possible avoidance of surgery), and identification of key biological differences between major responders and non-responders, to highlight important new targets for the development of even newer and better therapies. RATIONALE: For patients (pts) with stage I-IIIA NSCLC, surgical resection is the SOC. Adjuvant chemotherapy (chemo) offers modest survival benefit and there remains equipoise in the relative value of adjuvant vs neo-adjuvant chemo. Recently, Health Canada approved neo-adjuvant immunotherapy (nivolumab) with platinum-based chemo (chemo/nivo) in pts with resectable (IB-IIIA) non-small cell lung cancer (NSCLC), based on a prospective trial (CM816), showing better event-free (EFS) and overall survival (OS), and pathological complete responses (pCR), making this approach as the new SoC. pCR rates in CM816 were 24% neoadjuvant nivo/chemo compared to 2.2% neoadjuvant chemo alone. In these trials, OS benefit was especially seen in pts with tumors expressing programmed death-ligand 1 (PD-L1) and those with pCR.

We propose a prospective single cohort study to analyze the predictors of pCR in a similar-sized cohort of our pts on the same neo-adjuvant chemo/nivo but employing a range of parameters that are both broader and, in some cases, more sophisticated. We intend to make use of parameters that reflect both the tumor itself as well as the integrity of immune system of the host, obviously a critical determinant of immune-mediated efficacy, yet strangely neglected in the literature. We will then seek to develop an initial predictive model for pCR with a good sensitivity/specificity, as a prelude to refining/testing the model in future work, with a much larger sample.

Noting that immune-related adverse events (IrAE's) are strongly associated with efficacy with immunotherapy, we will not only be including the emergence of early on-treatment IrAE's in our pCR modeling, but also develop an additional model as a subsidiary aim to predict IrAE's themselves. Note the incidence of ≥ grade3 AE's was 33.5% in CM816, and there is currently no available way to predict their occurrence. This is not to suggest such a model, if successful, should be used to deny such pts immune checkpoint inhibitors, but it would allow a more informed consent process, as well as more intensive pro-active monitoring to avoid the worst outcomes of serious IrAE's (which are occasionally fatal) by early intervention.

Major Aim: Development of a model predicting pCR after neo-adjuvant chemo/nivo in pts with resectable NSCLC.

Hypothesis: That an initial model, combining predictive variables from baseline tumor characteristics, baseline factors likely to be associated with host immunity, as well as treatment-emergent events, in pts with resectable NSCLC on neoadjuvant chemo/nivo, can predict a pCR with an area under the Receiver Operator Characteristic (ROC) curve of at least 0.8.

Objectives: Primary Objectives: (1) To explore the feasibility of acquiring a combination of baseline and treatment-emergent potentially predictive variables in pts with early-stage NSCLC subject to neoadjuvant chemo/nivo; (2) To curate these variables and by uni-and multi-variate analyses, to identify those independently useful in predicting pCR in these pts; (3) To combine these independently predictive factors into a model with adequate sensitivity and specificity.

Secondary Objectives: (1) To assess outcomes in patients with resectable NSCLC treated with neoadjuvant chemo/immuno; (2) To evaluate exploratory and potential biomarkers for predicting pCR, major pathological responses (MPR), overall response rate (ORR), event-free survival (EFS), overall survival (OS) and IrAE's; (3) To assess if a post-treatment (but pre-surgery) metabolic response by F18-Fluorodeoxyglucose(FDG)-Positron emission tomography(PET)/CT and a blood-only molecular residual disease assay (ctDNA clearance) can accurately predict a pCR added to or instead of a more complex model.

Endpoints: Primary: (1) To determine the predictive power (sensitivity, specificity, ROC characteristic curves) of a model, combining variables, in predicting pCR; (2) To determine whether a similar model can be constructed to predict IrAE's

Secondary Endpoints: (1) Assess pCR, MPR, clinical objective response rates (ORR), EFS and OS; and IrAE's; (2) Exploratory the feasibility of acquiring novel potential biomarkers - e.g., Lymphocyte-activation gene 3 (LAG3), Lysine-specific histone demethylase1A (LSD1), Leukemia inhibitory factor (LIF), Interleukin 6 (IL6), Interleukin 7 (IL7).

Study Population: Participants with histologically confirmed Stage IB-IIIA NSCLC who are considered to have a resectable disease; with available baseline tumor tissue for immunohistochemistry (IHC) and next-generation sequencing (NGS) except those with known epidermal growth factor receptor (EGFR) mutations, anaplastic lymphoma kinase (ALK) or receptor tyrosine kinase (ROS1) translocation; or active, known, or suspected autoimmune disease.

Study Design: A prospective single cohort (N=60) study.

Treatment Details: Patients with resectable stage Ib-IIIa NSCLC will be treated with new SoC, 3 cycles of neoadjuvant nivolumab immunotherapy plus platinum doublet chemo.

Sample Size: Our planned accrual of 60 patients will result in approximately 15 pCRs, assuming an event rate of 25%. This will allow us to explore our potential predictors and their univariable associations with pCR and/or no-pCR outcomes. The top predictors identified in univariable analyses could be used as candidate predictors in a multivariable prediction model. This framework would allow for an exploratory multivariable model predicting no-pCR with up to 9 of the top candidate predictors identified in univariable analyses, and/or up to 3- 4 of the top candidates predicting pCR. This assumes a two-sided type I error rate of 0.0516.

Feasibility: Our centre treats an average 60 patients per year with resectable NSCLC who are eligible for neoadjuvant therapy. As such, we should be able to meet our enrollment goal in approximately 12-14 months.

Significance: A model that can predict pCR could help in identifying pts most likely to benefit from neo-adjuvant chemo/nivo. If subsequently validated such a model would have several applications including pt selection for neo-adjuvant chemo/immuno; potential avoidance of surgery in reliably-predicted pCR pts of morbid thoracotomy; identification of pts needing additional treatments (e.g. CTLA4 inhibitors, or radiotherapy); acquisition of important insights into the biological underpinnings of resistance; and most crucially, identification of novel targets or strategies to overcome resistance.",London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,ClinicalTrials.gov,2024,https://clinicaltrials.gov/study/NCT06250829,NCT06250829,UNKNOWN,"[""ClinicalTrials.gov""]",nct:nct06250829
